2026-07-18 08:34:53,280 - Starting gate training. Store: cifar100_exp_0.01_Gate_256_42
2026-07-18 08:34:53,280 - Config - LR: 0.001, WD: 0.0001, lambda_ent: 0.01, lambda_bal: 0.05
2026-07-18 08:36:02,631 - [Gate] Epoch 33 | Loss: 1.3573 | Acc: 68.76% | MaxMixProb: 0.9752 | GateLogitStd: 0.6380 | GradNorm: 0.0772
2026-07-18 08:36:04,816 - [Gate] Epoch 34 | Loss: 1.3724 | Acc: 68.11% | MaxMixProb: 0.9778 | GateLogitStd: 0.6292 | GradNorm: 0.0928
2026-07-18 08:36:07,025 - [Gate] Epoch 35 | Loss: 1.3655 | Acc: 68.02% | MaxMixProb: 0.9776 | GateLogitStd: 0.6662 | GradNorm: 0.0804
2026-07-18 08:36:09,117 - [Gate] Epoch 36 | Loss: 1.3382 | Acc: 69.03% | MaxMixProb: 0.9744 | GateLogitStd: 0.6894 | GradNorm: 0.0907
2026-07-18 08:36:11,104 - [Gate] Epoch 37 | Loss: 1.3671 | Acc: 67.47% | MaxMixProb: 0.9775 | GateLogitStd: 0.7333 | GradNorm: 0.0957
2026-07-18 08:36:13,258 - [Gate] Epoch 38 | Loss: 1.3622 | Acc: 69.22% | MaxMixProb: 0.9796 | GateLogitStd: 0.7802 | GradNorm: 0.0872
2026-07-18 08:36:15,286 - [Gate] Epoch 39 | Loss: 1.3645 | Acc: 69.86% | MaxMixProb: 0.9835 | GateLogitStd: 0.8077 | GradNorm: 0.1032
2026-07-18 08:36:17,465 - [Gate] Epoch 40 | Loss: 1.3707 | Acc: 67.56% | MaxMixProb: 0.9841 | GateLogitStd: 0.7911 | GradNorm: 0.1183
2026-07-18 08:36:19,454 - [Gate] Epoch 41 | Loss: 1.3670 | Acc: 68.94% | MaxMixProb: 0.9767 | GateLogitStd: 0.7115 | GradNorm: 0.0976
2026-07-18 08:36:21,597 - [Gate] Epoch 42 | Loss: 1.3813 | Acc: 67.74% | MaxMixProb: 0.9778 | GateLogitStd: 0.6725 | GradNorm: 0.0720
2026-07-18 08:36:23,626 - [Gate] Epoch 43 | Loss: 1.3679 | Acc: 68.48% | MaxMixProb: 0.9836 | GateLogitStd: 0.7126 | GradNorm: 0.0904
